"subject" "activityNum" "activity" "subject" "activityNum" "V1" "V2" "V3" "V4" "V39" "V40" "V41" "V42" "V43" "V44" "V79" "V80" "V81" "V82" "V83" "V84" "V119" "V120" "V121" "V122" "V123" "V124" "V159" "V160" "V161" "V162" "V163" "V164" "V199" "V200" "V212" "V213" "V225" "V226" "V238" "V239" "V251" "V252" "V264" "V265" "V266" "V267" "V268" "V269" "V343" "V344" "V345" "V346" "V347" "V348" "V422" "V423" "V424" "V425" "V426" "V427" "V501" "V502" "V514" "V515" "V527" "V528" "V540" "V541"
"11" 1 "5" "standing" 1 5 0.27688027 -0.012721805 -0.10343832 -0.99481511 -0.35591621 0.22730862 0.96920266 -0.15236144 0.081258077 -0.99726455 0.21537683 0.82187482 0.07139686 0.016842441 0.0010303821 -0.99123356 0.25696484 0.28147161 -0.024708255 -0.068884585 0.085481775 -0.98466387 0.15238983 -0.4784977 -0.099442952 -0.032515146 -0.045512651 -0.98591085 0.19620557 -0.43673292 0.34490713 -0.27674953 0.34490713 -0.27674953 -0.11010211 -0.11649176 0.13831454 -0.14299141 -0.17144294 -0.17345868 -0.99288633 -0.970608 -0.98367242 -0.99581075 -0.99966628 -0.99974829 -0.99098572 -0.97345576 -0.9817322 -0.99233125 -0.99959208 -0.99971015 -0.98191251 -0.98782272 -0.97727189 -0.9854689 -0.99974088 -0.9999174 -0.32131582 -0.65022749 -0.51675579 -0.7858716 0.0078721706 -0.28355995
"12" 1 "5" "standing" 1 5 0.27622817 -0.021441302 -0.10820234 -0.99824595 -0.11897109 0.1655597 0.96925328 -0.15006376 0.082931213 -0.99812719 -0.91145953 0.24547779 0.076084514 -0.0023115579 -0.0076736296 -0.99817933 0.1153398 -0.30320408 -0.031173158 -0.074666711 0.091577535 -0.99416933 0.05951849 -0.36969406 -0.094207555 -0.040316155 -0.057682038 -0.99571697 0.14846662 -0.099524687 0.34963419 -0.59992914 0.34963419 -0.59992914 -0.060399654 -0.33458802 0.51662387 -0.41546334 0.23666013 -0.32585054 -0.99823935 -0.98491607 -0.9916394 -0.99818143 -0.99986285 -0.99981054 -0.99819157 -0.98967537 -0.98895116 -0.99831707 -0.99976438 -0.99979464 -0.99258395 -0.99621833 -0.99512791 -0.99461526 -0.99997401 -0.99997715 -0.7655269 -0.93057052 -0.63922246 -0.91392647 -0.28407681 -0.62466389
"13" 1 "5" "standing" 1 5 0.278457 -0.020414761 -0.11273172 -0.99913488 -0.15630495 0.11396453 0.9689963 -0.1523621 0.083150803 -0.99915165 -0.2221837 0.88213506 0.077102002 0.017027167 -0.00098523943 -0.99919161 -0.18456923 -0.1665316 -0.029168611 -0.075944066 0.086183519 -0.99544544 -0.33615581 -0.72780909 -0.098994495 -0.040496948 -0.054137882 -0.99602372 0.15124367 -0.33359096 0.41521302 -0.53430582 0.41521302 -0.53430582 -0.1186193 -0.14399923 0.3951775 -0.39848737 -0.087643077 -0.19084862 -0.99937732 -0.98715877 -0.99581923 -0.99895036 -0.9999334 -0.99985336 -0.99953805 -0.98974889 -0.99267475 -0.99880527 -0.99985866 -0.99984042 -0.99448722 -0.99805671 -0.99645488 -0.99568481 -0.9999742 -0.99998093 -0.61681134 -0.82255146 -0.52272531 -0.78051879 -0.39115511 -0.67400369
"14" 1 "5" "standing" 1 5 0.27717497 -0.014712802 -0.10675647 -0.99918834 -0.14385258 0.097965304 0.96904398 -0.15414125 0.081819604 -0.99957758 0.96094431 0.38497511 0.07761238 0.019489223 0.015207683 -0.99698535 0.03035782 -0.11029931 -0.027087093 -0.071831343 0.083622237 -0.99761834 0.26149512 -0.57422528 -0.10048744 -0.042113616 -0.053738021 -0.99751236 0.17467681 -0.23138467 0.40757264 -0.52673606 0.40757264 -0.52673606 0.11111859 -0.007568246 0.18487753 -0.20972837 -0.22342985 -0.44278857 -0.99881956 -0.98880768 -0.99182892 -0.99938998 -0.99987049 -0.99985157 -0.99749097 -0.9920277 -0.99290396 -0.9966091 -0.99983408 -0.9998679 -0.99630863 -0.997468 -0.99577517 -0.99806499 -0.999977 -0.99997863 -0.79479213 -0.95306546 -0.60610621 -0.86877365 -0.75932989 -0.9424762
"15" 1 "5" "standing" 1 5 0.29794572 0.027093908 -0.061668123 -0.98864079 0.73765624 0.94534472 0.94489486 -0.29262334 -0.021435523 -0.9640453 0.92022158 0.9745339 0.066656163 -0.068367084 -0.033607601 -0.99027112 -0.038076262 0.19314037 -0.010548201 0.15705425 -0.17452147 -0.97753165 0.23027218 -0.99177193 -0.084175874 -0.080866451 0.0075315612 -0.98467008 -0.009150338 -0.31453085 -0.45269697 0.38134805 -0.45269697 0.38134805 -0.21886473 -0.1469895 -0.043866658 0.34114403 -0.24447796 -0.2215185 -0.98933967 -0.88341385 -0.95494861 -0.98817595 -0.99354031 -0.99971475 -0.98924824 -0.98354471 -0.98933823 -0.9925346 -0.99979172 -0.99982889 -0.97246478 -0.95036887 -0.91031729 -0.97906665 -0.99582501 -0.99912023 0.59907423 0.43153537 -0.52187775 -0.81839551 0.076217194 -0.30377822
"16" 1 "5" "standing" 1 5 0.27920345 -0.023020143 -0.12208028 -0.99683904 0.23799944 0.53873094 0.95201342 -0.26311695 -0.0035761635 -0.99509379 0.64056672 0.96107484 0.074659313 -0.0012810862 -0.026636672 -0.99505528 -0.074397453 0.11639826 -0.015810859 0.027702205 -0.02694145 -0.98874836 -0.51368956 -0.99166 -0.099860486 -0.057413011 -0.022366509 -0.99476086 -0.11808549 -0.12111274 0.24645295 -0.10587809 0.24645295 -0.10587809 -0.075778465 -0.075822572 -0.25342263 0.29899761 -0.062888979 -0.28738764 -0.9956289 -0.98317075 -0.98412856 -0.99746986 -0.99959339 -0.99985344 -0.99478908 -0.99470375 -0.99357321 -0.99584517 -0.99994323 -0.99987163 -0.99083312 -0.97688822 -0.94907865 -0.98824485 -0.997563 -0.99976148 -0.34005494 -0.7067294 -0.71233995 -0.95845037 0.55776674 0.33541404
"17" 1 "5" "standing" 1 5 0.27903836 -0.014800378 -0.11684896 -0.99694116 0.12711242 0.53834512 0.95272437 -0.26509148 -0.0077089922 -0.99928053 -0.41060157 0.83074477 0.076711586 0.012251865 0.010057325 -0.99481489 0.047331418 -0.1574777 -0.013406816 -0.046264419 0.060933625 -0.98911045 0.46132632 -0.94804831 -0.094790394 -0.05064817 -0.034809761 -0.99563871 -0.29223136 -0.28749907 0.34012557 -0.16010398 0.34012557 -0.16010398 -0.073830876 -0.34345769 -0.1262624 0.16273053 0.22776071 -0.54017806 -0.99619504 -0.98725851 -0.98768709 -0.99727628 -0.99954785 -0.99991946 -0.99494893 -0.99233802 -0.99355517 -0.99509342 -0.9999335 -0.99990717 -0.99075452 -0.98614115 -0.97429588 -0.98869915 -0.99957066 -0.99989396 -0.54204085 -0.84788016 -0.77338318 -0.91191877 -0.14541051 -0.56077286
"18" 1 "5" "standing" 1 5 0.2801349 -0.013916951 -0.10637048 -0.99769492 -0.097573537 0.1283793 0.95306401 -0.26471825 -0.011556695 -0.99863217 0.42776015 0.1673022 0.07525447 0.015419535 0.016625946 -0.99497881 0.060070412 -0.26170651 -0.012725097 -0.077761376 0.094503668 -0.9891964 -0.34399275 -0.8987999 -0.10533471 -0.046139602 -0.046398495 -0.99646489 -0.16208828 -0.41193983 0.23079623 -0.29977833 0.23079623 -0.29977833 -0.023363254 -0.18168566 0.08703526 0.05409227 0.25079686 -0.3258714 -0.99683409 -0.98804239 -0.98993731 -0.9981406 -0.99979222 -0.99988932 -0.99530791 -0.99136358 -0.99479031 -0.99500032 -0.99988731 -0.99992756 -0.98907811 -0.99140219 -0.98219024 -0.98921392 -0.99976236 -0.99994299 -0.57311576 -0.83731008 -0.60930274 -0.88518413 0.16206613 -0.095406438
"19" 1 "5" "standing" 1 5 0.27773106 -0.018210718 -0.10918803 -0.99749074 -0.045007306 0.030811416 0.95360569 -0.26305774 -0.011094388 -0.9987754 0.91980763 0.99029772 0.075021356 0.0042103143 -0.0051048322 -0.99576851 0.15974543 -0.037604755 -0.02464236 -0.087790863 0.10782187 -0.99128786 -0.076928197 -0.50115438 -0.10413693 -0.041083288 -0.054341093 -0.99617306 0.033951002 -0.2827178 0.30724722 -0.46111556 0.30724722 -0.46111556 -0.1099074 -0.22444974 0.20881196 -0.04530457 -0.059032547 0.15114585 -0.99680119 -0.99094436 -0.99596151 -0.99781366 -0.99992044 -0.99991475 -0.99575245 -0.9924115 -0.99550105 -0.99615735 -0.99987742 -0.99991704 -0.99051434 -0.99790133 -0.99428753 -0.99146979 -0.9999702 -0.9999731 -0.79306013 -0.94461524 -0.65308988 -0.89330775 -0.41071194 -0.76276488
"20" 1 "5" "standing" 1 5 0.27556818 -0.016979698 -0.11142918 -0.99781139 0.074452759 0.25549758 0.95359464 -0.26348997 -0.011425851 -0.9987486 0.99525197 0.96263371 0.076113384 0.01842771 -0.0060482131 -0.99667367 0.37593297 0.25419656 -0.029461913 -0.084376762 0.10074789 -0.99590036 0.033427343 -0.42432631 -0.097122835 -0.039561886 -0.054821896 -0.99662474 0.027449021 -0.041224878 0.50546277 -0.60775124 0.50546277 -0.60775124 -0.21805441 -0.20008876 0.037083444 0.16449973 -0.084506646 -0.29211891 -0.99720497 -0.99029766 -0.99669495 -0.99809595 -0.99994419 -0.99995539 -0.9966077 -0.9930446 -0.99488302 -0.9970498 -0.99991787 -0.99993364 -0.99517802 -0.9982421 -0.995936 -0.99606208 -0.99996657 -0.99998249 -0.57748411 -0.86062861 -0.77133935 -0.92610146 0.20701351 -0.023061747
"21" 1 "5" "standing" 1 5 0.27756171 -0.014318487 -0.10787724 -0.99790424 -0.039385653 0.20571749 0.95313551 -0.2634369 -0.012458678 -0.9990282 0.87796408 0.10262377 0.075342269 0.018055718 -0.0049718288 -0.99611698 0.23996329 0.09950263 -0.029814933 -0.078706495 0.093773469 -0.99747587 -0.28587305 -0.020311386 -0.096999665 -0.039383672 -0.055209671 -0.99721308 -0.045200558 -0.16838094 0.84166378 -0.88102867 0.84166378 -0.88102867 0.20285606 -0.23402119 0.25702265 -0.22499113 -0.088755549 -0.43894829 -0.99719829 -0.99261084 -0.99417669 -0.99825827 -0.99992524 -0.99986625 -0.99612215 -0.99357857 -0.99215543 -0.99644693 -0.99989837 -0.99985704 -0.99678336 -0.99846765 -0.99695895 -0.99765151 -0.99999324 -0.99996341 -0.83292595 -0.96462618 -0.4846369 -0.84014373 -0.62840566 -0.8533989
"22" 1 "5" "standing" 1 5 0.27715238 -0.017983328 -0.10660117 -0.99776322 0.10881227 0.11959726 0.95318325 -0.26189643 -0.012015606 -0.99904052 0.95708072 0.85243397 0.073413536 0.0045245992 -0.005894406 -0.99550617 0.47465865 -0.012174827 -0.02917889 -0.07955402 0.094585279 -0.99758401 -0.18143464 -0.28695692 -0.097217687 -0.040646212 -0.054870288 -0.99666843 -0.062697352 -0.24169654 0.69487492 -0.66937077 0.69487492 -0.66937077 0.16937211 0.097892807 0.37194791 -0.44475851 0.015119297 -0.47275604 -0.99657474 -0.98697802 -0.99542528 -0.99844386 -0.99994857 -0.99980573 -0.9958259 -0.98689999 -0.99113965 -0.99549079 -0.99989797 -0.99980918 -0.99638039 -0.99844454 -0.99640039 -0.99797979 -0.99999028 -0.99996368 -0.85173399 -0.94714017 -0.39631773 -0.77871337 -0.70617528 -0.91782747
"23" 1 "5" "standing" 1 5 0.2756763 -0.021264234 -0.11080122 -0.99786211 0.084406452 0.10756232 0.95309294 -0.26245862 -0.011512171 -0.99833263 0.77592298 0.68122622 0.076943687 0.005482978 0.0016020823 -0.9956916 0.40619527 -0.0028219854 -0.028153699 -0.076118947 0.088998758 -0.99808137 -0.20837642 -0.66813743 -0.097980589 -0.039427698 -0.055537897 -0.99731648 -0.13027139 -0.16209456 0.11200854 -0.16045928 0.11200854 -0.16045928 -0.17672379 -0.088033918 0.36837051 -0.33342975 0.013210478 -0.38065334 -0.9975464 -0.9864129 -0.99403597 -0.99796805 -0.99990815 -0.99979394 -0.99630977 -0.98291315 -0.99221625 -0.99530314 -0.99990825 -0.99979996 -0.9970942 -0.99788171 -0.99467877 -0.99840904 -0.99996594 -0.99997365 -0.91095163 -0.9775483 -0.22037489 -0.52091471 -0.68113841 -0.87557321
"24" 1 "5" "standing" 1 5 0.2792002 -0.017714427 -0.10916135 -0.99838929 -0.039424574 0.43650203 0.95273161 -0.26500697 -0.012703514 -0.99849937 0.1508776 0.96883773 0.078642693 0.016503342 -4.8515198e-05 -0.99671667 0.26344493 0.04251498 -0.027220935 -0.069195151 0.079055228 -0.99833703 -0.0046095386 -0.59754001 -0.097053649 -0.039995777 -0.059039117 -0.99779214 -0.13715717 -0.19557398 0.15506301 -0.22120847 0.15506301 -0.22120847 -0.093577895 -0.35323534 0.28686158 -0.17883726 -0.027097284 -0.35762805 -0.99750264 -0.98498699 -0.98999238 -0.9989003 -0.99980881 -0.99984444 -0.9965272 -0.98644595 -0.99045005 -0.997259 -0.99988313 -0.99983336 -0.99763528 -0.99799155 -0.9942121 -0.9985502 -0.99997607 -0.9999826 -0.79520159 -0.94007582 -0.68169816 -0.9278928 -0.36279794 -0.66522483
"25" 1 "5" "standing" 1 5 0.28171549 -0.011910678 -0.10287513 -0.99853388 -0.04662344 0.26522187 0.9532188 -0.2650432 -0.013126421 -0.99749379 0.57024894 0.97354191 0.074924981 0.0099539071 0.00068788567 -0.99683571 0.30513703 0.033019343 -0.024960701 -0.071607144 0.080856127 -0.99624819 0.015846362 -0.61982247 -0.096984078 -0.040981257 -0.056018736 -0.99692766 -0.095972924 -0.23047272 0.39508311 -0.40743928 0.39508311 -0.40743928 -0.0064306353 -0.014521245 0.30118988 -0.17176163 0.011379664 -0.50424874 -0.99865677 -0.98672372 -0.99260252 -0.99840255 -0.9998784 -0.99977711 -0.99694736 -0.98576146 -0.9908238 -0.99695721 -0.9999541 -0.99975555 -0.99512261 -0.99756262 -0.99341683 -0.99656089 -0.9999593 -0.99996786 -0.55620392 -0.77936756 -0.6259766 -0.88528127 -0.75740629 -0.94440637
"26" 1 "5" "standing" 1 5 0.27899267 -0.014531029 -0.10659617 -0.99805969 0.27857064 0.28104887 0.95419361 -0.26194319 -0.011180786 -0.99796817 0.95990196 0.97983054 0.074219489 0.0044872377 0.0069293456 -0.99605338 0.43237029 -0.026853834 -0.027372739 -0.0753043 0.088552726 -0.9935398 -0.41056265 -0.14512827 -0.097154466 -0.039321883 -0.051857918 -0.99574247 -0.10066136 -0.19916339 0.43658745 -0.48659886 0.43658745 -0.48659886 -0.068166212 0.10372091 0.4212784 -0.22237036 0.010080229 -0.60036722 -0.99747202 -0.9852728 -0.99227953 -0.99834409 -0.99988849 -0.99975133 -0.99654528 -0.98709855 -0.9903284 -0.99577968 -0.99992041 -0.99973349 -0.99272051 -0.99733625 -0.99325176 -0.99372716 -0.99997 -0.99995497 -0.61619233 -0.8495369 -0.76625666 -0.95549576 -0.47732278 -0.80064167
"27" 1 "5" "standing" 1 5 0.27573444 -0.01801884 -0.10677578 -0.99925496 0.079348194 0.25680704 0.95458893 -0.26049928 -0.0099594009 -0.99900508 0.2587332 0.46643605 0.073460968 0.01837229 0.001436324 -0.99656406 0.36945471 0.094403698 -0.030529617 -0.074705186 0.089415593 -0.99433322 -0.25170519 -0.12015216 -0.10226052 -0.040127012 -0.052669203 -0.99543855 -0.14066561 -0.36339455 0.53966083 -0.50792065 0.53966083 -0.50792065 -0.077476772 0.096137078 0.24645642 -0.16452714 0.04040602 -0.5161193 -0.99898187 -0.98994616 -0.99251428 -0.99939524 -0.99990299 -0.99976741 -0.99736314 -0.98910225 -0.98919841 -0.99589031 -0.99988195 -0.99975123 -0.99206061 -0.99732034 -0.99534292 -0.99504265 -0.99998436 -0.99995751 -0.8641723 -0.94072021 -0.75105785 -0.95621744 -0.20124133 -0.49243682
"28" 1 "4" "sitting" 1 4 0.14450396 0.18926326 0.062769317 -0.90429967 -0.9503355 0.98594537 0.87409866 0.042479149 0.33309449 -0.81418938 -0.9452333 0.98713302 0.13805762 -0.34777099 -0.33527233 -0.98122357 0.11902757 0.39655649 -0.046489666 -0.28289794 0.22948437 -0.9733557 -0.88554933 -0.63115234 -0.11571413 -0.066663019 0.01633599 -0.98520162 -0.54617551 -0.20507984 0.085490148 0.17644387 0.085490148 0.17644387 0.59776309 -0.079118206 -0.52570146 0.16056853 -0.4976982 0.15542956 -0.92128754 -0.43277861 -0.61401743 -0.89802907 -0.8375137 -0.98763301 -0.98209043 -0.96914184 -0.9815657 -0.98187701 -0.99943218 -0.99977526 -0.967536 -0.9690438 -0.89992251 -0.97513158 -0.99635642 -0.99891271 0.42832475 0.19482511 0.090920462 -0.27887213 -0.53302314 -0.82853015
"29" 1 "4" "sitting" 1 4 0.28725164 -0.037455064 -0.14597431 -0.98291504 -0.29980838 0.4389848 0.83566368 0.16067501 0.39982173 -0.96038769 -0.27806998 0.54073582 0.089548399 -0.034317974 0.0030597368 -0.99243453 -0.24016342 0.15544803 -0.04840838 -0.23917386 0.24705037 -0.99422554 -0.80309213 -0.92411172 -0.094242126 -0.022414444 -0.06697056 -0.99703744 0.14177564 -0.17031398 -0.08238027 0.2613751 -0.08238027 0.2613751 -0.13636005 0.17465196 0.035322091 0.04375089 -0.095356884 -0.41452062 -0.98612352 -0.9319656 -0.97975316 -0.9814758 -0.99728726 -0.99987163 -0.99252438 -0.98909638 -0.99178965 -0.99298662 -0.99990167 -0.99985352 -0.9938543 -0.97978496 -0.97820971 -0.99427314 -0.99938165 -0.99995502 0.65606381 0.54392943 -0.57910371 -0.85732355 0.43433049 0.1692235
